Date,Open,High,Low,Close,Volume
2020-12-24,184.47,186.45,183.0,184.98,4672439
2020-12-25,184.79,187.48,183.28,185.98,2063055
2020-12-28,186.71,188.54,184.0,185.83,2362771
2020-12-29,186.19,188.1,185.05,186.97,1824848
2020-12-30,188.37,189.89,185.75,187.27,6069698
2020-12-31,189.17,190.91,187.82,189.57,5449780
2021-01-01,185.5,187.25,184.79,186.54,7735496
2021-01-04,182.97,184.43,181.93,183.39,1780462
2021-01-05,182.89,187.8,180.61,185.52,2461288
2021-01-06,193.67,195.48,191.97,193.79,4189902
2021-01-07,185.22,186.23,184.38,185.39,5543679
2021-01-08,190.85,191.58,189.3,190.03,1910554
2021-01-11,186.48,189.81,185.04,188.37,2482841
2021-01-12,196.48,198.76,193.04,195.32,3950589
2021-01-13,193.89,195.3,191.66,193.07,1126048
2021-01-14,196.48,198.64,193.08,195.23,3766922
2021-01-15,190.2,191.93,188.53,190.26,6309879
2021-01-18,191.4,193.14,188.65,190.39,4686477
2021-01-19,193.3,195.6,192.47,194.77,4038032
2021-01-20,194.87,196.84,192.19,194.16,4415413
2021-01-21,196.89,198.99,195.55,197.66,7627508
2021-01-22,187.6,191.18,185.67,,4643061
2021-01-25,190.47,192.68,189.37,191.59,4740001
2021-01-26,195.1,196.68,193.5,195.09,7515711
2021-01-27,195.86,198.36,194.18,196.68,2102380
2021-01-28,199.68,201.11,197.89,199.31,1671749
2021-01-29,188.17,191.68,186.47,189.98,4148421
2021-02-01,185.6,189.1,184.24,187.73,3230085
2021-02-02,192.54,193.71,189.99,191.16,2420242
2021-02-03,198.8,201.11,195.6,197.9,1836526
2021-02-04,195.43,198.5,193.41,196.48,7146204
2021-02-05,193.16,194.28,192.04,193.16,5300040
2021-02-08,190.72,192.5,187.92,189.7,5836322
2021-02-09,197.49,198.62,195.94,197.07,1826591
2021-02-10,194.94,195.85,193.88,194.79,3388671
2021-02-11,201.29,203.3,198.17,200.19,5345819
2021-02-12,201.84,203.22,201.2,202.57,4694742
2021-02-15,195.66,197.63,193.67,195.63,5864175
2021-02-16,198.5,199.9,197.13,198.52,5686361
2021-02-17,197.73,199.4,196.34,198.01,3893356
2021-02-18,193.23,195.33,191.53,193.62,6480004
2021-02-19,193.59,195.38,191.72,193.52,2817376
2021-02-22,191.27,192.36,190.15,191.24,1561030
2021-02-23,191.71,194.62,189.85,192.76,7393634
2021-02-24,204.03,205.59,201.67,203.23,1157631
2021-02-25,197.91,199.76,197.04,198.88,2985682
2021-02-26,195.95,197.58,194.53,196.17,1801168
2021-03-01,193.73,196.22,191.54,194.03,2622811
2021-03-02,197.4,199.74,194.7,197.04,3764974
2021-03-03,200.09,204.07,198.23,202.21,1907264
2021-03-04,199.59,200.49,197.79,198.7,4266946
2021-03-05,196.9,199.32,195.16,197.58,7491270
2021-03-08,196.26,198.19,193.12,195.04,1955231
2021-03-09,196.01,198.35,194.15,196.49,7486082
2021-03-10,196.11,198.05,194.21,196.15,3878071
2021-03-11,195.93,197.61,192.33,194.01,5147200
2021-03-12,194.92,196.66,193.46,195.2,4091359
2021-03-15,196.48,197.67,194.04,195.24,3216435
2021-03-16,193.7,194.25,193.11,193.66,1763629
2021-03-17,200.02,201.69,197.93,199.6,5153378
2021-03-18,199.51,201.1,197.85,199.44,7416619
2021-03-19,191.86,193.64,189.24,191.02,4645517
2021-03-22,192.71,194.22,191.88,193.39,5194021
2021-03-23,197.1,199.9,195.27,198.08,5506205
2021-03-24,199.24,202.4,196.71,199.87,3719748
2021-03-25,195.13,196.67,193.49,195.03,1844198
2021-03-26,194.85,196.54,193.38,195.07,4548350
2021-03-29,197.31,198.96,194.94,196.6,7082494
2021-03-30,200.29,202.8,196.47,198.98,3199382
2021-03-31,197.63,199.59,196.64,198.6,7100278
2021-04-01,195.71,198.04,194.1,196.44,6980317
2021-04-02,191.81,194.35,190.71,193.25,2713630
2021-04-05,197.7,198.92,194.44,195.67,5025105
2021-04-06,197.05,198.52,195.27,196.74,6232887
2021-04-07,200.61,202.78,197.96,200.13,4464270
2021-04-08,197.28,201.02,194.88,198.62,5895583
2021-04-09,196.81,198.53,195.08,196.81,7376197
2021-04-12,194.06,195.38,192.24,193.55,5390888
2021-04-13,197.05,200.05,194.31,197.31,6865857
2021-04-14,200.58,201.87,198.22,199.5,6606762
2021-04-15,196.95,198.16,193.42,194.64,6689613
2021-04-16,188.33,189.89,187.72,189.28,6966490
2021-04-19,194.98,198.2,192.78,196.0,2579264
2021-04-20,194.25,197.11,192.27,195.13,1128485
2021-04-21,193.74,196.45,189.43,192.14,2071861
2021-04-22,195.15,195.95,193.3,194.1,2747695
2021-04-23,194.48,196.84,192.25,194.62,5830675
2021-04-26,190.76,192.3,189.19,190.73,4569610
2021-04-27,191.66,194.38,189.76,192.47,4280495
2021-04-28,200.55,201.23,198.99,199.66,1063551
2021-04-29,192.29,194.91,190.06,192.67,5785988
2021-04-30,189.41,191.57,187.52,189.67,3549722
2021-05-03,191.96,193.44,189.87,191.35,6324390
2021-05-04,193.32,195.34,191.5,193.51,1789330
2021-05-05,195.73,197.08,194.61,195.96,3067194
2021-05-06,195.42,196.63,194.19,,1382889
2021-05-07,191.57,192.84,189.51,190.77,2992553
2021-05-10,191.78,192.35,189.56,190.13,7463495
2021-05-11,190.44,192.37,187.93,189.86,4435820
2021-05-12,193.81,195.9,190.91,193.0,4076897
2021-05-13,191.93,193.27,190.78,192.13,2914845
2021-05-14,188.42,190.8,186.75,189.13,2854092
2021-05-17,190.63,192.0,188.61,189.98,5671066
2021-05-18,191.5,193.16,189.66,191.33,7896237
2021-05-19,190.7,193.31,189.51,192.12,6227113
2021-05-20,188.66,190.05,187.6,188.99,6158950
2021-05-21,187.81,189.92,185.79,187.9,4304272
2021-05-24,186.22,188.2,184.75,186.73,1690471
2021-05-25,190.61,193.12,186.61,189.13,6066598
2021-05-26,196.53,198.05,194.52,196.05,6661076
2021-05-27,189.99,191.03,187.58,188.62,4573062
2021-05-28,187.79,189.91,185.41,187.53,1640566
2021-05-31,187.2,189.02,185.3,187.12,5990102
2021-06-01,186.39,189.19,184.53,187.33,7447451
2021-06-02,195.93,198.03,193.82,195.92,2574777
2021-06-03,187.87,189.04,186.68,187.85,2116087
2021-06-04,184.44,187.24,183.0,185.81,6171901
2021-06-07,181.21,183.17,179.8,181.75,3322798
2021-06-08,184.47,185.64,183.61,184.79,6005868
2021-06-09,188.66,190.02,186.87,188.24,5922224
2021-06-10,188.65,190.82,186.02,188.19,2866239
2021-06-11,183.42,185.62,181.8,184.0,1295825
2021-06-14,185.89,186.71,184.59,185.42,4891796
2021-06-15,183.31,184.21,182.59,183.49,3854383
2021-06-16,182.31,187.51,179.98,185.18,6987181
2021-06-17,191.92,193.86,190.46,192.4,3505853
2021-06-18,184.69,185.86,182.43,183.61,2746658
2021-06-21,177.88,180.92,176.52,179.56,7021252
2021-06-22,181.7,182.46,180.83,181.59,6151858
2021-06-23,184.8,187.01,181.01,183.22,5328538
2021-06-24,185.37,187.43,184.07,186.13,7677767
2021-06-25,179.86,182.04,177.67,179.85,6480985
2021-06-28,178.5,181.33,176.97,179.8,7063693
2021-06-29,183.67,185.88,179.82,182.04,6593016
2021-06-30,185.9,187.61,184.27,185.98,3810640
2021-07-01,181.57,183.5,179.6,181.53,1436487
2021-07-02,178.82,180.67,175.6,177.46,5250454
2021-07-05,180.46,182.27,177.99,179.8,6354251
2021-07-06,182.01,184.56,180.34,182.89,7942390
2021-07-07,183.27,185.3,181.88,183.92,5771266
2021-07-08,180.5,182.95,177.54,180.0,4979061
2021-07-09,180.47,182.15,179.43,181.1,5030004
2021-07-12,174.18,177.8,172.68,176.3,1805193
2021-07-13,178.2,179.76,176.69,178.26,1051616
2021-07-14,177.75,180.93,176.05,179.23,1318015
2021-07-15,185.0,186.29,182.1,183.38,7334128
2021-07-16,178.7,180.36,176.87,178.52,6532201
2021-07-19,176.4,178.72,174.99,177.31,2821226
2021-07-20,179.62,181.03,178.91,180.32,3965398
2021-07-21,183.78,187.18,182.28,185.67,4385306
2021-07-22,172.34,174.39,171.39,173.44,2727690
2021-07-23,173.64,174.27,171.99,172.62,3958738
2021-07-26,173.1,174.67,169.3,170.87,3433704
2021-07-27,173.36,175.1,170.89,172.63,5863498
2021-07-28,174.14,175.99,172.37,174.23,6301610
2021-07-29,174.38,176.6,172.6,174.82,1689021
2021-07-30,168.04,169.53,167.5,168.99,4256731
2021-08-02,174.16,174.98,171.28,172.1,7938655
2021-08-03,173.41,176.09,170.92,173.6,7079496
2021-08-04,179.76,180.73,176.67,177.64,6556343
2021-08-05,178.19,179.99,174.99,176.79,6144479
2021-08-06,172.42,175.31,171.26,174.16,1030274
2021-08-09,169.92,172.13,168.38,170.59,7818099
2021-08-10,178.55,180.41,177.37,179.22,6146318
2021-08-11,176.76,178.62,174.98,176.84,7219526
2021-08-12,170.95,172.58,169.38,171.01,7362268
2021-08-13,172.96,174.24,168.69,169.96,2781830
2021-08-16,165.83,167.88,164.86,166.91,1096720
2021-08-17,173.46,175.1,171.6,173.23,5613414
2021-08-18,175.92,176.81,174.41,175.3,4212839
2021-08-19,173.96,175.67,172.25,173.96,1143801
2021-08-20,177.12,179.93,174.19,177.01,2895662
2021-08-23,171.12,174.34,168.95,172.17,7937747
2021-08-24,174.97,176.83,173.0,174.86,3543591
2021-08-25,173.27,174.73,171.31,172.76,2827042
2021-08-26,172.27,172.8,171.41,171.94,5581862
2021-08-27,171.3,172.13,169.89,170.73,5653565
2021-08-30,171.16,173.31,167.61,169.75,3324737
2021-08-31,167.48,168.58,165.44,166.54,6944075
2021-09-01,172.09,173.24,170.87,172.02,5062154
2021-09-02,169.98,172.57,168.57,171.15,2123252
2021-09-03,166.7,168.27,165.73,167.3,3274867
2021-09-06,164.53,165.64,163.64,164.75,6935155
2021-09-07,168.28,169.76,166.56,168.03,1625299
2021-09-08,170.55,172.08,169.5,171.03,1085719
2021-09-09,169.41,171.47,168.28,170.34,5595506
2021-09-10,167.51,169.8,166.4,168.7,4093839
2021-09-13,167.67,171.08,165.91,169.32,2769827
2021-09-14,167.48,169.1,166.1,167.72,4304263
2021-09-15,167.71,170.59,166.3,169.18,2285090
2021-09-16,169.68,172.48,167.88,170.68,3618634
2021-09-17,167.74,169.57,166.31,168.14,2637325
2021-09-20,163.5,166.19,162.14,164.83,5104693
2021-09-21,170.49,172.23,168.38,170.11,5715429
2021-09-22,173.82,175.65,171.24,173.08,7403896
2021-09-23,172.0,173.97,170.57,172.55,1474235
2021-09-24,170.46,172.43,168.92,170.89,3288923
2021-09-27,163.83,164.94,162.18,163.29,2851095
2021-09-28,166.57,168.35,165.5,167.28,5054819
2021-09-29,168.16,170.82,166.27,168.94,4731908
2021-09-30,169.22,170.94,166.3,168.02,7142237
2021-10-01,164.55,166.28,161.94,163.67,7433127
2021-10-04,160.91,162.55,158.66,160.3,6410967
2021-10-05,167.41,168.93,164.96,166.48,2392393
2021-10-06,165.05,168.87,163.2,167.02,1285132
2021-10-07,168.78,170.75,165.46,167.43,7294118
2021-10-08,162.23,164.19,159.88,161.84,7599535
2021-10-11,160.87,162.32,158.41,159.86,2752695
2021-10-12,166.42,168.61,163.84,166.03,1326528
2021-10-13,168.27,169.88,166.61,168.22,5764198
2021-10-14,168.45,170.54,166.63,168.72,5121309
2021-10-15,169.87,171.51,167.86,169.51,7221839
2021-10-18,163.15,165.09,161.53,163.46,5027475
2021-10-19,167.33,168.46,165.33,166.46,6322398
2021-10-20,163.3,166.73,161.45,164.88,6504731
2021-10-21,163.18,166.65,160.26,163.73,1068542
2021-10-22,170.09,171.4,166.73,168.04,2039101
2021-10-25,160.42,162.58,158.89,161.05,6460077
2021-10-26,162.89,164.41,161.62,163.13,2255592
2021-10-27,167.38,169.52,166.12,168.26,2442911
2021-10-28,167.95,170.22,165.34,167.61,6264748
2021-10-29,161.47,163.37,160.3,162.2,2431550
2021-11-01,161.85,163.3,160.59,162.04,2046533
2021-11-02,169.44,170.14,167.88,168.59,1094406
2021-11-03,165.59,167.41,164.47,166.29,4286115
2021-11-04,164.42,165.06,162.98,163.63,5457672
2021-11-05,166.84,168.65,164.2,166.01,6121536
2021-11-08,165.18,168.08,161.22,164.12,7339040
2021-11-09,164.18,165.5,162.72,164.04,5558693
2021-11-10,167.91,168.57,164.0,164.67,6295088
2021-11-11,167.21,169.16,164.21,166.16,2474229
2021-11-12,165.32,166.46,163.86,165.0,3383063
2021-11-15,166.04,169.07,163.89,166.92,3127721
2021-11-16,163.68,165.14,162.33,163.78,1455248
2021-11-17,169.84,171.03,167.23,168.41,7782824
2021-11-18,170.86,172.27,167.73,169.15,2688854
2021-11-19,161.02,162.9,157.66,159.54,4140694
2021-11-22,168.75,170.13,166.57,167.96,3498615
2021-11-23,163.96,166.47,162.71,165.22,1311202
2021-11-24,171.52,172.92,169.63,171.03,7323428
2021-11-25,169.12,171.22,168.25,170.36,2537094
2021-11-26,168.48,171.66,166.78,169.97,1702945
2021-11-29,168.26,168.87,167.41,168.02,3397045
2021-11-30,164.07,165.35,162.27,163.55,2006378
2021-12-01,171.05,172.93,168.26,170.14,7996425
2021-12-02,172.45,174.1,170.3,171.95,2322979
2021-12-03,169.17,170.96,166.84,168.64,3118840
2021-12-06,168.69,171.14,167.22,169.67,2898345
2021-12-07,172.06,174.25,169.97,172.16,1184770
2021-12-08,172.62,176.09,170.66,174.12,1090270
2021-12-09,169.08,172.81,167.36,171.09,4590451
2021-12-10,164.55,166.51,161.84,163.8,2629052
2021-12-13,166.39,169.02,164.51,167.14,1585237
2021-12-14,173.22,174.5,171.07,172.35,2918473
2021-12-15,172.58,173.41,170.65,171.48,3968542
2021-12-16,174.48,176.81,172.77,175.1,7946682
2021-12-17,174.17,175.94,171.81,173.58,3148232
2021-12-20,170.2,172.9,168.15,170.86,5932469
2021-12-21,163.49,166.37,162.46,165.34,6379389
2021-12-22,171.9,172.94,170.73,171.77,1354666
2021-12-23,178.59,180.79,176.86,,4509233
2021-12-24,169.83,171.74,168.37,170.27,4140807
2021-12-27,167.39,167.95,164.86,165.41,4553864
2021-12-28,174.3,177.51,172.61,175.82,2201462
2021-12-29,175.5,176.07,174.54,175.11,4255475
2021-12-30,176.74,178.76,175.71,177.74,1860612
2021-12-31,174.18,176.36,171.1,173.27,7620788
2022-01-03,173.25,175.66,170.54,172.95,5109457
2022-01-04,175.55,176.45,174.28,175.18,1241582
2022-01-05,177.45,179.73,176.12,178.4,4539591
2022-01-06,180.72,183.01,179.2,181.49,7484341
2022-01-07,176.01,178.4,172.69,175.08,6200066
2022-01-10,169.62,170.88,166.6,,2910646
2022-01-11,175.49,176.75,173.74,175.01,7246143
2022-01-12,177.74,180.91,175.46,178.64,2298660
2022-01-13,178.53,179.84,176.87,178.19,2726773
2022-01-14,173.94,175.8,169.65,171.51,2084992
2022-01-17,174.13,174.89,173.26,174.03,7460943
2022-01-18,177.2,178.62,174.33,175.74,6018373
2022-01-19,181.84,183.25,181.17,182.58,4625942
2022-01-20,173.82,174.84,172.85,173.87,5675399
2022-01-21,172.72,174.64,170.18,172.1,2811844
2022-01-24,172.21,173.68,170.34,171.81,1494605
2022-01-25,172.61,174.72,171.27,173.38,6920500
2022-01-26,173.51,175.44,172.38,174.31,7749487
2022-01-27,169.94,171.33,167.56,168.95,1248709
2022-01-28,173.33,174.98,170.49,172.14,1361795
2022-01-31,175.33,177.32,171.82,173.82,4916565
2022-02-01,176.21,176.4,174.22,174.4,1301178
2022-02-02,182.89,183.97,181.67,182.76,6051350
2022-02-03,176.35,178.24,174.77,176.66,7617481
2022-02-04,178.3,179.75,175.5,176.95,2959843
2022-02-07,174.34,176.04,171.93,173.63,3060443
2022-02-08,176.3,178.92,174.67,177.28,7044443
2022-02-09,176.98,179.36,175.63,178.02,3493295
2022-02-10,180.49,181.72,178.76,179.99,2681991
2022-02-11,173.55,175.11,172.18,173.73,1589942
2022-02-14,173.72,175.82,171.65,173.75,6879119
2022-02-15,176.92,178.06,174.71,175.85,7481348
2022-02-16,177.12,178.59,174.9,176.37,1549814
2022-02-17,178.67,180.26,175.74,177.34,6620638
2022-02-18,177.28,181.49,175.0,179.21,2119493
2022-02-21,171.91,173.26,170.31,171.66,1972047
2022-02-22,176.19,178.17,173.52,175.5,3666892
2022-02-23,178.9,182.54,176.78,180.42,4056828
2022-02-24,178.17,180.29,176.7,178.83,6978388
2022-02-25,171.55,173.79,170.16,172.39,5898248
2022-02-28,164.86,166.19,163.5,164.83,2012097
2022-03-01,176.0,177.37,173.0,174.38,5088513
2022-03-02,171.85,173.77,167.9,169.82,7128067
2022-03-03,177.31,179.74,175.69,178.12,5634720
2022-03-04,173.02,174.64,170.88,172.5,2608120
2022-03-07,173.24,174.18,171.75,172.68,1901835
2022-03-08,170.73,171.75,169.33,170.35,4167558
2022-03-09,171.97,174.54,169.0,171.57,4305358
2022-03-10,175.09,176.5,173.38,174.79,3469140
2022-03-11,172.75,173.87,169.95,171.07,1764844
2022-03-14,169.85,172.06,166.53,168.74,1826883
2022-03-15,171.04,173.75,169.4,172.1,4702899
2022-03-16,181.74,183.53,179.15,180.94,7610168
2022-03-17,176.63,178.07,174.31,175.74,5185553
2022-03-18,174.43,175.77,172.77,174.11,4067248
2022-03-21,173.7,175.11,171.15,172.57,7518987
2022-03-22,177.3,178.11,176.31,177.12,5832318
2022-03-23,175.4,176.85,173.74,175.2,6025413
2022-03-24,170.4,172.05,168.63,170.28,5026873
2022-03-25,170.03,174.47,167.6,172.05,6340202
2022-03-28,173.6,175.22,172.06,173.68,4512011
2022-03-29,170.93,171.93,170.6,171.6,5354461
2022-03-30,175.82,178.46,174.37,177.01,5316043
2022-03-31,176.55,179.42,172.25,175.12,6268552
2022-04-01,177.97,179.9,175.53,177.47,7288396
2022-04-04,174.99,176.12,173.9,175.02,3059861
2022-04-05,176.31,178.67,174.51,176.87,5895186
2022-04-06,179.14,180.27,177.71,178.84,1221595
2022-04-07,177.6,178.42,175.78,176.61,4727360
2022-04-08,173.5,175.65,172.17,174.33,7290975
2022-04-11,170.04,171.59,168.49,170.04,5516301
2022-04-12,170.64,171.2,169.2,169.77,2873885
2022-04-13,176.02,178.88,175.1,177.96,5244759
2022-04-14,177.56,179.13,176.06,177.62,3504218
2022-04-15,175.8,177.52,174.5,176.22,4031848
2022-04-18,176.31,178.14,174.61,176.45,2596681
2022-04-19,177.79,179.19,176.9,178.29,5373348
2022-04-20,173.69,175.55,171.7,173.55,2388368
2022-04-21,176.14,177.04,173.3,174.21,4104988
2022-04-22,173.12,175.76,170.8,173.44,7574746
2022-04-25,177.67,178.31,176.73,177.37,6303300
2022-04-26,179.27,180.22,176.32,177.28,3900489
2022-04-27,177.54,179.8,175.83,178.09,7782387
2022-04-28,175.05,177.38,170.9,173.24,1097637
2022-04-29,168.9,170.56,167.24,168.89,7719057
2022-05-02,173.91,175.69,170.34,172.12,3464925
2022-05-03,170.48,171.98,168.22,,6745150
2022-05-04,174.03,175.02,172.74,173.73,7632635
2022-05-05,173.31,174.63,172.05,173.37,5212312
2022-05-06,174.16,175.68,173.27,174.79,5273451
2022-05-09,168.36,169.22,167.42,168.28,6245323
2022-05-10,165.46,167.16,162.86,164.56,2678237
2022-05-11,174.13,175.08,173.19,174.14,2246338
2022-05-12,169.81,171.78,168.15,170.12,3405688
2022-05-13,168.81,169.91,167.96,169.06,4353129
2022-05-16,168.8,170.45,166.16,167.81,6200131
2022-05-17,170.88,172.14,168.4,169.66,2801133
2022-05-18,174.24,177.11,172.04,174.91,4953486
2022-05-19,167.1,169.43,165.44,167.77,1024464
2022-05-20,167.38,169.5,164.88,167.0,1216472
2022-05-23,170.21,171.33,167.56,168.68,7767163
2022-05-24,168.93,170.46,166.26,167.79,6952044
2022-05-25,166.76,169.02,165.75,168.01,7046939
2022-05-26,172.37,173.93,171.08,172.64,3301020
2022-05-27,169.05,171.35,167.68,169.98,4595890
2022-05-30,165.25,166.66,164.11,165.52,5722926
2022-05-31,164.28,165.17,161.78,162.67,2779066
2022-06-01,169.97,172.18,169.17,171.39,6211132
2022-06-02,162.81,164.76,162.48,164.43,5850826
2022-06-03,165.7,167.5,164.72,166.52,3850889
2022-06-06,162.82,164.63,160.72,162.53,4043607
2022-06-07,165.13,165.83,163.81,164.51,3151472
2022-06-08,168.76,169.58,167.51,168.33,6623446
2022-06-09,168.95,171.34,165.38,,7908316
2022-06-10,162.21,165.16,161.03,163.98,7996626
2022-06-13,166.8,168.46,163.95,165.61,6399778
2022-06-14,165.15,167.28,163.33,165.46,3443578
2022-06-15,172.09,173.92,169.53,171.36,6467568
2022-06-16,167.37,169.43,166.63,168.7,2710821
2022-06-17,164.04,165.43,162.66,164.04,7276012
2022-06-20,162.77,163.46,161.84,162.54,2871677
2022-06-21,164.82,167.54,160.94,163.66,3820072
2022-06-22,169.15,171.44,168.45,170.73,1653423
2022-06-23,167.84,168.81,166.83,167.8,1569500
2022-06-24,158.92,160.98,157.94,160.0,3758323
2022-06-27,163.87,164.62,162.61,163.36,4851411
2022-06-28,165.27,167.45,162.32,164.5,1121975
2022-06-29,174.46,177.17,170.46,173.17,6923187
2022-06-30,163.83,165.63,162.57,164.37,1800768
2022-07-01,162.95,163.79,161.19,162.03,7988804
2022-07-04,169.33,169.71,167.59,167.97,2901870
2022-07-05,169.73,172.75,168.35,171.37,3652975
2022-07-06,169.63,170.97,167.68,169.02,2119039
2022-07-07,169.67,170.84,167.53,168.71,6770974
2022-07-08,169.34,171.21,167.73,169.6,6125113
2022-07-11,159.55,162.46,157.85,160.76,1549860
2022-07-12,165.13,166.79,162.52,164.18,1739233
2022-07-13,168.99,171.53,167.65,170.19,5263861
2022-07-14,173.87,175.0,172.92,174.05,7061958
2022-07-15,166.12,167.99,164.29,166.16,1768693
2022-07-18,167.4,168.91,165.18,166.68,2547801
2022-07-19,171.75,174.32,169.81,172.38,4817423
2022-07-20,176.47,179.05,174.58,177.16,1760134
2022-07-21,169.96,170.75,169.07,169.86,3131891
2022-07-22,169.5,170.28,167.71,168.49,1070746
2022-07-25,174.68,175.8,171.27,172.39,4494103
2022-07-26,164.96,167.44,163.99,166.46,6006435
2022-07-27,175.76,177.64,173.57,175.44,3883853
2022-07-28,168.97,171.73,167.29,170.06,2796317
2022-07-29,171.84,173.89,168.77,170.82,3970521
2022-08-01,168.43,171.07,166.74,169.37,4566490
2022-08-02,169.59,171.87,167.99,170.27,2160031
2022-08-03,171.65,174.34,169.55,172.24,1781312
2022-08-04,174.59,176.4,172.86,174.67,2272721
2022-08-05,174.51,176.05,172.66,174.19,7897071
2022-08-08,171.51,173.75,168.79,171.03,6060661
2022-08-09,174.09,175.65,172.53,174.1,1877693
2022-08-10,176.84,179.52,175.5,178.17,3109536
2022-08-11,174.57,175.65,172.76,173.85,3883481
2022-08-12,175.92,177.83,174.07,175.97,2268447
2022-08-15,176.8,178.92,173.52,175.64,6961546
2022-08-16,181.77,183.95,180.3,182.48,7584091
2022-08-17,176.07,179.83,173.92,177.68,2714208
2022-08-18,175.71,176.26,175.19,175.74,1115827
2022-08-19,177.68,179.15,174.91,176.38,2868802
2022-08-22,174.68,176.16,173.04,174.52,5077711
2022-08-23,172.83,174.17,171.69,173.03,6659496
2022-08-24,175.21,178.77,172.51,176.08,3376822
2022-08-25,179.77,181.24,176.55,178.01,2913377
2022-08-26,170.58,172.91,169.28,171.61,2742047
2022-08-29,171.07,173.31,169.56,171.79,1020099
2022-08-30,176.7,177.19,175.63,176.13,1098137
2022-08-31,178.93,181.9,177.81,180.78,3995396
2022-09-01,178.32,180.31,175.05,177.04,5322869
2022-09-02,172.05,173.24,170.24,171.43,1087746
2022-09-05,171.73,172.81,169.74,170.83,2401961
2022-09-06,176.23,178.38,173.51,175.67,7368545
2022-09-07,178.02,180.35,175.85,178.18,7930493
2022-09-08,179.08,181.9,177.32,180.15,5492692
2022-09-09,174.88,176.29,173.61,175.02,4651711
2022-09-12,174.7,177.06,173.32,175.68,5081099
2022-09-13,178.09,179.19,176.5,177.6,3593405
2022-09-14,181.76,182.77,179.96,180.96,2411126
2022-09-15,186.03,187.01,183.58,184.56,3631614
2022-09-16,181.14,182.34,179.58,180.77,5899623
2022-09-19,179.57,180.55,177.66,178.65,5638399
2022-09-20,179.69,180.7,178.97,179.98,5740782
2022-09-21,182.17,184.26,180.56,182.65,5261045
2022-09-22,184.6,186.21,182.51,184.12,1423245
2022-09-23,182.15,184.89,179.8,182.54,5385259
2022-09-26,178.2,179.36,176.76,177.93,7165925
2022-09-27,181.49,184.2,179.84,182.55,5542254
2022-09-28,179.57,182.1,177.91,180.45,5055893
2022-09-29,186.04,187.41,184.03,185.4,2567674
2022-09-30,184.69,186.57,181.93,183.81,6547268
2022-10-03,179.89,182.76,178.0,180.88,4160998
2022-10-04,189.63,191.29,187.3,188.96,2840398
2022-10-05,183.78,185.68,182.4,184.31,4428899
2022-10-06,186.68,188.0,185.34,186.66,1854334
2022-10-07,185.29,186.11,183.06,183.87,7484789
2022-10-10,184.18,185.28,182.28,183.37,5917147
2022-10-11,187.05,188.24,185.07,186.25,3285852
2022-10-12,190.87,191.81,188.02,188.96,6557178
2022-10-13,189.76,192.19,188.04,190.47,1379213
2022-10-14,188.27,191.36,186.17,189.26,3702234
2022-10-17,184.44,186.2,183.39,185.16,5559694
2022-10-18,189.96,191.86,188.32,190.21,1165845
2022-10-19,187.31,190.65,186.33,189.67,5961082
2022-10-20,193.34,194.89,191.99,193.54,6727778
2022-10-21,187.26,188.96,186.1,187.8,5158911
2022-10-24,192.71,194.51,190.13,191.93,2442657
2022-10-25,197.91,199.07,196.39,197.55,6243590
2022-10-26,194.1,196.71,192.1,194.7,3373223
2022-10-27,189.7,191.08,187.73,189.11,6151273
2022-10-28,191.58,192.76,189.68,190.86,5397617
2022-10-31,194.39,196.03,193.52,195.16,1653859
2022-11-01,195.64,197.76,194.01,196.13,1699683
2022-11-02,195.57,199.74,193.62,197.79,1106144
2022-11-03,197.98,200.71,196.35,199.07,1503970
2022-11-04,194.85,198.21,192.23,195.59,3097601
2022-11-07,197.04,199.25,194.75,196.96,1179926
2022-11-08,198.09,200.38,196.74,199.04,7569303
2022-11-09,202.97,204.82,201.63,203.48,7416479
2022-11-10,198.74,201.7,197.01,199.97,2208253
2022-11-11,199.38,200.46,198.12,199.2,3179679
2022-11-14,196.27,198.36,193.76,195.85,6195345
2022-11-15,197.74,199.42,195.65,197.33,5624611
2022-11-16,206.34,207.97,204.7,206.33,5071334
2022-11-17,200.4,203.79,198.56,201.94,7924646
2022-11-18,199.75,202.73,197.39,200.37,5408564
2022-11-21,197.39,199.38,195.81,197.8,5686155
2022-11-22,197.91,199.76,196.47,198.32,4514628
2022-11-23,202.58,204.83,200.25,202.5,4675663
2022-11-24,206.9,208.89,203.49,205.48,3037236
2022-11-25,201.53,202.87,199.37,200.71,4646439
2022-11-28,193.8,196.29,192.3,194.79,7427201
2022-11-29,202.0,203.6,199.72,201.32,3638420
2022-11-30,209.73,211.41,207.41,209.09,1932562
2022-12-01,202.95,204.58,202.13,203.76,5198457
2022-12-02,198.42,199.15,196.84,197.57,6496376
2022-12-05,205.35,206.57,204.29,205.51,7711539
2022-12-06,203.58,206.01,202.56,204.99,4795148
2022-12-07,205.39,206.57,203.76,204.94,6516308
2022-12-08,203.9,205.71,201.86,203.68,2753301
2022-12-09,204.61,206.26,203.2,204.84,3969586
2022-12-12,200.61,202.25,199.01,200.65,3933292
2022-12-13,207.23,208.83,206.34,207.94,3327113
2022-12-14,209.74,211.01,207.86,209.13,6013135
2022-12-15,207.61,209.45,205.82,207.66,7184720
2022-12-16,205.27,207.06,203.3,205.1,3286055
2022-12-19,203.91,205.05,202.41,203.55,1950500
